No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
227,AIEQ,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,43.13,1.27%,"39,656"
228,AIF,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,226.07M,32.77,15.63,0.13%,"55,108"
229,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,47.09B,11.44,54.52,1.51%,"4,405,184"
230,AIH,Aesthetic Medical International Holdings Group Limited,Healthcare,Medical Care Facilities,China,92.06M,-,3.79,-3.07%,"17,112"
231,AIHS,Senmiao Technology Limited,Financial,Credit Services,China,45.00M,-,0.83,16.37%,"53,159,669"
232,AIKI,AIkido Pharma Inc.,Healthcare,Biotechnology,USA,68.24M,-,0.78,6.60%,"2,025,933"
233,AIM,AIM ImmunoTech Inc.,Healthcare,Biotechnology,USA,93.85M,-,2.03,3.05%,"382,187"
234,AIMC,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,3.55B,23.51,54.00,2.49%,"584,716"
235,AIN,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,2.51B,21.92,78.56,2.57%,"103,911"
236,AINC,Ashford Inc.,Financial,Asset Management,USA,40.34M,-,14.06,5.93%,"20,882"
237,AINV,Apollo Investment Corporation,Financial,Asset Management,USA,855.25M,6.00,12.98,-0.08%,"434,851"
238,AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund,Financial,Closed-End Fund - Equity,USA,936.76M,-,27.28,0.78%,"71,928"
239,AIQ,Global X Artificial Intelligence & Technology ETF,Financial,Exchange Traded Fund,USA,-,-,31.62,1.67%,"17,544"
240,AIR,AAR Corp.,Industrials,Aerospace & Defense,USA,1.18B,25.75,33.24,2.75%,"391,108"
241,AIRC,Apartment Income REIT Corp.,Real Estate,REIT - Residential,USA,7.91B,-,50.06,0.46%,"481,049"
242,AIRG,"Airgain, Inc.",Technology,Communication Equipment,USA,133.62M,-,13.10,0.38%,"40,232"
243,AIRI,Air Industries Group,Industrials,Aerospace & Defense,USA,34.98M,38.93,1.09,2.83%,"115,694"
244,AIRR,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,41.33,2.56%,"25,478"
245,AIRT,"Air T, Inc.",Industrials,Integrated Freight & Logistics,USA,116.18M,-,39.25,-0.15%,"2,300"
246,AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,3.42B,23.71,87.21,2.26%,"110,354"
247,AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,1.07B,-,6.98,1.60%,"873,233"
248,AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,USA,9.49B,24.02,159.92,-0.11%,"253,421"
249,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,31.78B,34.09,152.26,0.57%,"749,464"
250,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.31B,26.14,41.40,0.19%,"1,007,262"
251,AJX,Great Ajax Corp.,Real Estate,REIT - Mortgage,USA,313.66M,10.05,13.52,1.88%,"50,504"
252,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,18.18B,30.93,108.77,0.10%,"1,524,038"
253,AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,493.89M,-,2.91,3.56%,"1,364,883"
254,AKIC,Sports Ventures Acquisition Corp.,Financial,Shell Companies,USA,286.16M,-,9.73,0.46%,"2,910"
255,AKICU,Sports Ventures Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.94,0.89%,"7,482"
256,AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.79B,11.90,11.35,-0.09%,218
257,AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.95B,13.71,12.96,-2.11%,"1,322"
258,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.87B,-,20.61,1.23%,"270,034"
259,AKRO,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,807.06M,-,24.12,3.08%,"82,626"
260,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,539.03M,-,10.37,7.57%,"603,819"
261,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,67.07M,-,1.70,-1.16%,"190,832"
262,AKUS,"Akouos, Inc.",Healthcare,Biotechnology,USA,463.54M,-,13.37,2.37%,"46,134"
263,AKYA,"Akoya Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,551.24M,-,17.21,-3.80%,"89,512"
264,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4.53B,11.36,38.76,3.69%,"579,334"
265,ALAC,Alberton Acquisition Corporation,Financial,Shell Companies,Hong Kong,50.90M,-,11.31,0.00%,"15,294"
266,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,27.32B,37.15,229.15,2.63%,"1,049,239"
267,ALBO,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,605.97M,-,32.72,3.02%,"237,245"
268,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,42.88B,-,85.81,1.07%,"558,916"
269,ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,USA,262.83M,4.92,34.72,-2.83%,"40,388"
270,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,483.84M,-,8.40,3.19%,"294,239"
271,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.14B,18.51,59.43,-0.90%,"225,058"
272,ALEC,"Alector, Inc.",Healthcare,Biotechnology,USA,1.86B,-,24.26,-2.96%,"662,518"
273,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,1.68B,62.85,23.19,0.04%,"277,875"
274,ALF,"Alfi, Inc.",Technology,Software - Infrastructure,USA,112.20M,-,7.03,-4.87%,"575,249"
275,ALFA,AlphaClone Alternative Alpha ETF,Financial,Exchange Traded Fund,USA,-,-,88.33,1.24%,92
276,ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.74B,24.36,146.88,0.96%,"26,120"
277,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,USA,6.86B,163.41,34.97,1.60%,"280,988"
278,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,58.16B,82.86,727.11,1.47%,"334,210"
279,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,681.60M,-,15.84,1.21%,"77,421"
280,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,3.63B,88.89,202.40,2.59%,"165,358"
281,ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,USA,3.01B,-,17.22,-2.99%,"393,221"
282,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,32.56M,52.67,4.74,1.07%,"16,311"
283,ALIT,"Alight, Inc.",Technology,Software - Application,USA,5.22B,-,11.58,0.52%,"1,318,722"
284,ALJJ,"ALJ Regional Holdings, Inc.",Industrials,Specialty Business Services,USA,51.02M,-,1.10,0.00%,"31,150"
285,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,7.50B,-,59.80,4.09%,"2,600,274"
286,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,5.09B,-,31.91,3.57%,"638,512"
287,ALKT,"Alkami Technology, Inc.",Technology,Software - Application,USA,2.25B,-,26.37,0.42%,"106,115"
288,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,38.81B,5.34,130.81,0.35%,"1,225,642"
289,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,12.68B,27.24,138.62,1.65%,"523,101"
290,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,5.78B,-,110.43,2.16%,"144,847"
291,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.80B,-,27.64,7.67%,"1,815,387"
292,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,564.39M,-,15.73,3.28%,"96,573"
293,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,19.16B,6.98,53.05,1.67%,"1,802,137"
294,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,76.14M,-,0.96,1.67%,"478,916"
295,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,22.20B,-,186.95,2.60%,"292,592"
296,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,108.36M,13.55,15.66,-0.89%,"3,739"
297,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,253.71M,-,10.66,0.00%,"261,508"
298,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,4.18B,51.96,82.46,1.93%,"177,984"
299,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,90.28M,-,1.08,-1.82%,"285,963"
300,ALRS,Alerus Financial Corporation,Financial,Banks - Regional,USA,475.69M,9.38,28.90,3.77%,"24,755"
301,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,3.85B,10.93,35.87,-0.17%,"865,016"
302,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,659.75M,-,15.44,1.65%,"681,169"
303,ALTA,Altabancorp,Financial,Banks - Regional,USA,781.93M,17.73,41.57,2.90%,"330,440"
304,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,USA,444.73M,-,14.30,-0.56%,"64,590"
305,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,42.25,-0.33%,"83,791"
306,ALTM,Altus Midstream Company,Energy,Oil & Gas Midstream,USA,1.12B,73.99,69.18,3.32%,"49,205"
307,ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,USA,354.53M,43.45,4.78,2.36%,"1,731,791"
308,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,5.69B,-,74.70,1.90%,"98,017"
309,ALTU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,369.00M,-,9.84,0.00%,"68,072"
310,ALTUU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.05,-1.47%,21
311,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,13.52,0.22%,"7,048"
312,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,7.55B,13.87,86.58,2.30%,"659,078"
313,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,1.46B,-,23.34,3.87%,"89,265"
314,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.34B,19.56,262.75,1.53%,"17,075"
315,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,3.30B,-,78.78,1.82%,"66,345"
316,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,291.56M,-,2.67,-0.74%,"29,095"
317,ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,USA,234.67M,-,2.63,11.44%,"1,495,277"
318,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,5.04B,14.22,10.25,2.81%,"1,795,990"
319,AMAL,Amalgamated Financial Corp.,Financial,Banks - Regional,USA,448.05M,9.59,14.96,5.43%,"170,844"
320,AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,520.59M,-,13.82,-1.29%,"57,112"
321,AMAO,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,134.14M,-,9.95,0.00%,0
322,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,130.39B,24.52,141.11,2.18%,"5,606,976"
323,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,6.28B,-,168.71,2.64%,"1,573,894"
324,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,642.51M,-,13.88,2.44%,"347,754"
325,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,China,35.61M,-,1.49,-1.32%,"54,533"
326,AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,6.01B,-,10.09,-3.44%,"1,603,489"
327,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,21.38B,-,39.98,-0.25%,"41,010,766"
328,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,18.61B,19.60,11.82,0.68%,"3,433,920"
329,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.95B,7.64,46.64,1.77%,"177,107"
330,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,131.66B,37.88,106.15,1.70%,"32,624,466"
331,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,30.40B,34.23,129.24,1.10%,"855,103"
332,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,5.21B,21.67,161.53,-1.60%,"418,422"
333,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,5.24B,74.88,96.37,6.73%,"652,161"
334,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,6.38B,15.81,155.57,3.59%,"141,988"
335,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,120.99B,21.87,215.05,0.66%,"2,170,505"
336,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,13.16B,126.52,39.98,-0.67%,"1,674,484"
337,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,18.07,2.79%,"450,406"
338,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.87B,-,25.36,1.08%,"63,228"
339,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,7.03B,14.18,26.97,1.35%,"978,171"
340,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,33.18,2.85%,"2,508,137"
341,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5.45B,32.07,115.48,0.86%,"255,048"
342,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,351.09M,9.41,32.69,2.64%,"16,074"
343,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,436.78M,18.64,30.04,-0.03%,"61,467"
344,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,30.65B,30.60,267.75,3.33%,"421,346"
345,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,338.90M,-,1.79,2.87%,"956,425"
346,AMPG,"AmpliTech Group, Inc.",Technology,Communication Equipment,USA,35.55M,-,3.92,7.69%,"365,623"
347,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,875.72M,88.53,18.68,1.25%,"92,742"
348,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,169.50M,-,4.45,8.80%,"666,464"
349,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,964.22M,-,49.17,0.43%,"156,806"
350,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,3.19B,46.39,63.00,0.10%,"271,775"
351,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,707.98M,3.39,58.90,1.99%,"94,082"
352,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.16B,494.55,5.44,2.84%,"3,147,101"
353,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,4.05B,-,13.51,2.12%,"3,056,968"
354,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.54B,88.31,5.21,3.37%,"498,209"
355,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,16.59M,-,2.89,0.70%,"254,380"
356,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,373.47M,-,13.92,0.07%,"279,722"
357,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.06B,11.26,55.12,0.90%,"69,468"
358,AMST,Amesite Inc.,Technology,Software - Application,USA,41.74M,-,1.86,5.68%,"88,279"
359,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,848.18M,93.75,24.75,-0.04%,"82,349"
360,AMT,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,132.59B,58.13,288.00,-1.89%,"1,625,102"
361,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,926.15M,23.72,24.93,2.51%,"29,027"
362,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,1.03B,-,27.51,1.93%,"371,891"
363,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,470.00M,-,14.85,7.84%,"629,863"
364,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,11.35,2.76%,"10,241"
365,AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.10B,25.26,67.13,0.45%,"119,451"
366,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,2.30B,-,10.21,0.10%,"1,180,600"
367,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,62.16B,11.93,18.15,-0.11%,"2,309,358"
368,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,770.51M,-,12.24,1.24%,"57,506"
369,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,26.04,3.99%,"110,429"
370,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1742.84B,59.53,3416.00,1.06%,"2,353,174"
371,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,8.52B,10.66,122.25,-2.67%,"1,862,194"
372,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,751.41M,-,28.09,-0.04%,"97,709"
373,ANAT,"American National Group, Inc.",Financial,Insurance - Diversified,USA,5.13B,5.84,190.06,0.03%,"47,105"
374,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,985.85M,13.66,29.82,3.58%,"104,556"
375,ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,156.24M,-,7.00,0.00%,"1,578"
376,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,27.90B,39.05,357.91,2.21%,"318,981"
377,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,2.33B,9.24,39.81,2.55%,"1,340,784"
378,ANGI,Angi Inc.,Communication Services,Internet Content & Information,USA,7.13B,-,13.84,13.54%,"3,176,259"
379,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,33.33,0.03%,"1,172,818"
380,ANGN,Angion Biomedica Corp.,Healthcare,Biotechnology,USA,322.51M,-,10.35,0.98%,"81,459"
381,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,995.74M,-,24.31,0.37%,"186,124"
382,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,568.69M,-,39.41,0.77%,"69,678"
383,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,393.05M,-,31.80,5.68%,"54,387"
384,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,147.35M,-,5.00,2.88%,"99,824"
385,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,831.94M,-,21.83,3.36%,"90,560"
386,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,47.90M,-,3.58,-9.60%,"171,554"
387,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,32.35B,69.23,361.04,0.89%,"214,516"
388,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,China,38.39M,4.32,2.58,0.00%,"5,622"
389,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,91.60B,22.34,380.30,1.28%,"790,497"
390,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,267.85M,-,35.43,8.41%,"213,574"
391,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,403.60M,-,6.47,1.89%,"10,763,876"
392,ANZUU,Anzu Special Acquisition Corp I,Financial,Shell Companies,USA,-,-,9.91,0.00%,0
393,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,71.60,0.93%,"69,207"
394,AOD,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,1.04B,-,9.90,0.51%,"202,127"
395,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,40.06,0.05%,"100,423"
396,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,45.45,0.13%,"85,605"
397,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,USA,437.31M,17.56,16.59,2.09%,"160,921"
398,AON,Aon plc,Financial,Insurance Brokers,Ireland,68.01B,32.74,298.29,-0.26%,"1,391,365"
399,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,56.70,0.51%,"96,200"
400,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,10.47B,23.71,64.42,1.02%,"684,251"
401,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,816.78M,14.45,30.66,7.13%,"314,573"
402,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,USA,352.45M,18.18,25.67,2.60%,"99,356"
403,AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,USA,91.67M,20.55,4.83,4.32%,"60,231"
404,APA,APA Corporation,Energy,Oil & Gas E&P,USA,8.28B,11.50,21.54,7.06%,"13,961,589"
405,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,4.02B,11.05,51.05,1.57%,"246,936"
406,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,58.66B,29.60,260.41,0.96%,"873,483"
407,APDN,"Applied DNA Sciences, Inc.",Industrials,Security & Protection Services,USA,39.79M,-,5.55,2.40%,"63,414"
408,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,477.45M,22.39,26.09,0.62%,"41,855"
409,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,273.61M,-,9.20,1.43%,"96,402"
410,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,4.47B,-,21.03,1.35%,"1,001,453"
411,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,USA,844.42M,-,9.77,0.10%,"43,854"
412,APH,Amphenol Corporation,Technology,Electronic Components,USA,46.54B,34.21,77.04,1.96%,"1,928,916"
413,API,"Agora, Inc.",Technology,Software - Application,China,3.30B,-,28.63,1.20%,"395,540"
414,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,3.70B,-,16.19,0.62%,"2,736,771"
415,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.80B,-,32.41,-0.03%,"929,782"
416,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,441.00M,-,16.73,8.92%,"162,208"
417,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,89.97M,-,2.62,0.00%,"58,437"
418,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,26.48B,7.01,61.26,3.11%,"3,104,189"
419,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,977.41M,44.81,38.18,0.26%,"172,733"
420,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,23.46M,-,6.00,4.17%,"208,599"
421,APP,AppLovin Corporation,Technology,Software - Application,USA,28.54B,-,77.85,6.53%,"1,295,144"
422,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,4.28B,31.31,122.59,2.98%,"88,801"
423,APPH,"AppHarvest, Inc.",Consumer Defensive,Farm Products,USA,690.07M,-,7.02,-0.43%,"1,428,371"
424,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,7.52B,-,105.94,3.63%,"351,816"
425,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,6.70B,121.92,73.76,4.76%,"4,878,708"
426,APR,"Apria, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.28B,23.30,36.49,-1.67%,"305,942"
427,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,91.78M,-,4.53,0.67%,"1,832,838"
428,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA,143.10M,-,6.02,1.18%,"1,651,995"
429,APSG,Apollo Strategic Growth Capital,Financial,Shell Companies,USA,999.61M,889.09,9.78,0.20%,"20,513"
430,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,Canada,91.11M,4.75,7.14,-4.80%,"943,942"
431,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,231.87M,-,2.60,-0.38%,"992,178"
432,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,650.39M,-,12.29,3.02%,"389,712"
433,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,42.10B,42.15,152.76,5.23%,"1,986,170"
434,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,159.89M,-,2.39,-0.83%,"269,390"
